slug,module,category,localFile,high,medium,low,total_issues,issue_types,web_words_adj,doc_words,word_gap_pct,web_imgs_adj,doc_imgs,aggregated,agg_files
quan-ly-floating-ip,Cloud Server,FPT Cloud Server,cloud-server/quan-ly-floating-ip.md,3,1,0,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",653,187,71%,13,0,,
cac-luu-y-khi-su-dung-fke,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/cac-luu-y-khi-su-dung-fke.md,3,1,0,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",368,61,83%,5,0,,
SDK-API-Reference,FPT Object Storage,FPT Storage,fpt-object-storage/SDK-API-Reference.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1834,432,76%,4,0,,
microservices-architecture-on-fke,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/microservices-architecture-on-fke.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1298,59,95%,6,0,,
quan-ly-security-group,Cloud Server,FPT Cloud Server,cloud-server/quan-ly-security-group.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1072,35,97%,21,0,,
Initial-Setup,Cloud Server,FPT Cloud Server,cloud-guard/Initial-Setup.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1015,40,96%,14,0,,
gpu-sharing,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/gpu-sharing.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1021,87,91%,7,0,,
db-proxy,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/db-proxy.md,2,2,1,5,"HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",903,11,99%,12,0,,
japan-su-dung-file-storage-high-performance-tren-baremetal-gpu-server,File Storage - High Performance,FPT Storage,file-storage-high-performance/japan-su-dung-file-storage-high-performance-tren-baremetal-gpu-server.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",936,126,87%,4,0,,
khoi-tao-listener,Load Balancer,FPT Network,load-balancer/khoi-tao-listener.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",859,172,80%,4,0,,
service-type-load-balancer,Managed - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/service-type-load-balancer.md,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",721,48,93%,5,0,,
connect-checkpoint-r8120,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-checkpoint-r8120.md,2,2,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",933,261,72%,32,26,,
mysql-troubleshooting,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/mysql-troubleshooting.md,2,2,0,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",1777,1108,38%,8,0,,
khoi-tao-server-pool,Load Balancer,FPT Network,load-balancer/khoi-tao-server-pool.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",880,220,75%,4,0,,
tutorials-object,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-object.md,2,1,0,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",969,331,66%,4,6,,
connect-fci-aws-transitgw,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-fci-aws-transitgw.md,2,2,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",990,358,64%,28,22,,
hpc-quick-start,Cloud Server,FPT Cloud Server,cloud-server/hpc-quick-start.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",606,32,95%,12,0,,
SNI-load-balancer,Load Balancer,FPT Network,load-balancer/SNI-load-balancer.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",712,157,78%,4,0,,
chinh-sua-listener,Load Balancer,FPT Network,load-balancer/chinh-sua-listener.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",746,194,74%,4,0,,
connect-strongswan,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-strongswan.md,2,2,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",671,170,75%,10,4,,
FAQ,Fortigate - FPT NGFW,FPT Security,ai_marketplace/FAQ.md,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",533,47,91%,4,0,,
connect-vyos-1.5,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-vyos-1.5.md,2,2,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",614,134,78%,10,4,,
quan-ly-mountpoint,File Storage - High Performance,FPT Storage,file-storage-high-performance/quan-ly-mountpoint.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",713,250,65%,4,0,,
Version-policy,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/Version-policy.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",527,65,88%,8,0,,
khoi-tao-canh-bao-load-balancer,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-canh-bao-load-balancer.md,2,1,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",631,207,67%,8,3,,
best-practice-upgrade-fke-cluster-version,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/best-practice-upgrade-fke-cluster-version.md,2,1,0,3,"HEADING_COUNT_DIFF, NO_IMAGES, WORD_COUNT_LOW",583,163,72%,5,0,,
security-group-priority-rule,Cloud Server,FPT Cloud Server,cloud-server/security-group-priority-rule.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",432,22,95%,8,0,,
hpc-fixed-rental,Cloud Server,FPT Cloud Server,cloud-server/hpc-fixed-rental.md,2,1,0,3,"HEADING_COUNT_DIFF, NO_IMAGES, WORD_COUNT_LOW",480,73,85%,7,0,,
security-group-filter,Cloud Server,FPT Cloud Server,cloud-server/security-group-filter.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",420,27,94%,6,0,,
new-quota,Cloud Server,FPT Cloud Server,cloud-server/new-quota.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",379,21,94%,7,0,,
chinh-sua-cau-hinh-health-check,Load Balancer,FPT Network,load-balancer/chinh-sua-cau-hinh-health-check.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",503,146,71%,4,0,,
vn-su-dung-file-storage-high-performance-tren-baremetal-gpu-server,File Storage - High Performance,FPT Storage,file-storage-high-performance/vn-su-dung-file-storage-high-performance-tren-baremetal-gpu-server.md,2,2,1,5,"HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",443,96,78%,4,0,,
Initial-setup,Managed - FPT Kubernetes Engine,FPT Container,fpt-jenkins-ci/Initial-setup.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",369,26,93%,8,0,,
migrate-bucket-data,FPT Object Storage,FPT Storage,fpt-object-storage/migrate-bucket-data.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",492,150,70%,4,0,,
khoi-tao-canh-bao-vpn,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-canh-bao-vpn.md,2,1,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",484,146,70%,8,3,,
faq,FPT Cloud Desktop,FPT Cloud Server,ai-notebook/faq.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",352,22,94%,4,0,,
resize-load-balancer,Load Balancer,FPT Network,load-balancer/resize-load-balancer.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",335,35,90%,4,0,,
overviews-vpn,VPN Site-to-Site,FPT Network,vpn-site-to-site/overviews-vpn.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",316,28,91%,6,0,,
access-logs,Load Balancer,FPT Network,load-balancer/access-logs.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",363,77,79%,4,0,,
benchmark-sysbench,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/benchmark-sysbench.md,2,2,1,5,"FEWER_TABLES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",770,485,37%,8,0,,
guide-dashboard-overview,FPT AppSec,FPT Security Platform,fpt-appsec/guide-dashboard-overview.md,2,2,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",356,82,77%,10,7,,
Allow-IP-CIDR,Load Balancer,FPT Network,load-balancer/Allow-IP-CIDR.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",363,103,72%,4,0,,
networking-overview,Cloud Server,FPT Cloud Server,cloud-server/networking-overview.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",263,7,97%,5,0,,
overview-nic,Cloud Server,FPT Cloud Server,cloud-server/overview-nic.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",257,17,93%,5,0,,
dfke-faqs,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/dfke-faqs.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",273,33,88%,5,0,,
NIC-overview-1,Cloud Server,FPT Cloud Server,cloud-server/NIC-overview-1.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",256,18,93%,5,0,,
khoi-tao-canh-bao-virtual-machine,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-canh-bao-virtual-machine.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",300,74,75%,5,0,,
them-external-member,Load Balancer,FPT Network,load-balancer/them-external-member.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",287,74,74%,4,0,,
theo-doi-bieu-do-load-balancer,Load Balancer,FPT Network,load-balancer/theo-doi-bieu-do-load-balancer.md,2,2,0,4,"NO_CODE_BLOCKS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",290,88,70%,4,0,,
enable-hsts-to-http-listener,Load Balancer,FPT Network,load-balancer/enable-hsts-to-http-listener.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",236,46,81%,4,0,,
header-project,Cloud Server,FPT Cloud Server,cloud-server/header-project.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",191,7,96%,10,0,,
network-all,Cloud Server,FPT Cloud Server,cloud-server/network-all.md,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",265,83,69%,5,0,,
schedule-overview,Cloud Server,FPT Cloud Server,cloud-server/schedule-overview.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",175,6,97%,5,0,,
quan-ly-project,Cloud Server,FPT Cloud Server,cloud-server/quan-ly-project.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",171,8,95%,9,0,,
instance-schedule,Cloud Server,FPT Cloud Server,cloud-server/instance-schedule.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",173,10,94%,5,0,,
redirect-http-request-sang-https,Load Balancer,FPT Network,load-balancer/redirect-http-request-sang-https.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",169,8,95%,4,0,,
instance-group,Cloud Server,FPT Cloud Server,cloud-server/instance-group.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",163,12,93%,5,0,,
hpc-snapshot-backup,Cloud Server,FPT Cloud Server,cloud-server/hpc-snapshot-backup.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",186,38,80%,9,0,,
khoi-tao-canh-bao-object-storage,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-canh-bao-object-storage.md,2,3,0,5,"FEWER_IMAGES, MISSING_HEADINGS, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",204,59,71%,8,3,,
overview-affinity,Cloud Server,FPT Cloud Server,cloud-server/overview-affinity.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",159,15,91%,5,0,,
GPU,Cloud Server,FPT Cloud Server,cloud-server/GPU.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",164,21,87%,5,0,,
fde-glossary,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/fde-glossary.md,2,0,0,2,"MISSING_HEADINGS, NO_IMAGES",753,611,19%,8,0,,
redirect-prefix,Load Balancer,FPT Network,load-balancer/redirect-prefix.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",191,51,73%,4,0,,
convert-card,Cloud Server,FPT Cloud Server,cloud-server/convert-card.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",162,27,83%,10,0,,
edit-ip-address,Cloud Server,FPT Cloud Server,cloud-server/edit-ip-address.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",167,38,77%,10,0,,
cau-hinh-timeout,Load Balancer,FPT Network,load-balancer/cau-hinh-timeout.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",143,14,90%,4,0,,
change-address-MAC,Cloud Server,FPT Cloud Server,cloud-server/change-address-MAC.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",154,26,83%,9,0,,
hpc-hardware-fixation,Cloud Server,FPT Cloud Server,cloud-server/hpc-hardware-fixation.md,2,2,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",152,27,82%,8,0,,
thay-doi-profile-cho-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/thay-doi-profile-cho-group.md,2,1,0,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",145,22,85%,4,3,,
hpc-change-package,Cloud Server,FPT Cloud Server,cloud-server/hpc-change-package.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",143,21,85%,7,0,,
kiem-tra-trang-thai-target,FPT Cloud VA,FPT Security,fpt-va/kiem-tra-trang-thai-target.md,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",144,27,81%,4,0,,
question-,Cloud Server,FPT Cloud Server,cloud-server/question-.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",113,9,92%,5,0,,
edit-instance-group-specific,Cloud Server,FPT Cloud Server,cloud-server/edit-instance-group-specific.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",112,11,90%,7,0,,
quan-ly-retention-rule,FPT Container Registry,FPT Container,fpt-container-registry/quan-ly-retention-rule.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",117,19,84%,5,0,,
hpc-level-2-password,Cloud Server,FPT Cloud Server,cloud-server/hpc-level-2-password.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",98,17,83%,7,0,,
cap-nhat-load-balancer,Load Balancer,FPT Network,load-balancer/cap-nhat-load-balancer.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",125,44,65%,4,0,,
hpc-clone-image,Cloud Server,FPT Cloud Server,cloud-server/hpc-clone-image.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",94,15,84%,6,0,,
import-ssl-certificate-cho-load-balancer,Load Balancer,FPT Network,load-balancer/import-ssl-certificate-cho-load-balancer.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",113,37,67%,4,0,,
delete-card-NIC,Cloud Server,FPT Cloud Server,cloud-server/delete-card-NIC.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",102,31,70%,10,0,,
FQAs,Cloud Server,FPT Cloud Server,cloud-server/FQAs.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",91,24,74%,5,0,,
question-1,Cloud Server,FPT Cloud Server,allow-address-pair/question-1.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",78,11,86%,5,0,,
tutorials-quan-ly-instance-template,Cloud Server,FPT Cloud Server,cloud-server/tutorials-quan-ly-instance-template.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",69,9,87%,5,0,,
schedule-snapshotVM,Cloud Server,FPT Cloud Server,cloud-server/schedule-snapshotVM.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",68,8,88%,5,0,,
maintenance,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/maintenance.md,2,1,0,3,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES",455,403,11%,8,0,,
enable-NIC-card,Cloud Server,FPT Cloud Server,cloud-server/enable-NIC-card.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",70,25,64%,9,0,,
overview-bell,Cloud Server,FPT Cloud Server,cloud-server/overview-bell.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",54,9,83%,5,0,,
hpc-delete-image,Cloud Server,FPT Cloud Server,cloud-server/hpc-delete-image.md,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",52,16,69%,7,0,,
network-connectivity,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/network-connectivity.md,2,1,0,3,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES",344,341,1%,8,0,,
clickhouse-use-ha,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/clickhouse-use-ha.md,2,1,0,3,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES",121,185,-53%,8,0,,
slurm-on-fpt-cloud,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/slurm-on-fpt-cloud.md,1,1,0,2,"HEADING_COUNT_DIFF, WORD_COUNT_LOW",3333,307,91%,6,4,,
cicd-guideline,FPT AppSec,FPT Security Platform,fpt-appsec/cicd-guideline.md,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",2290,468,80%,4,1,,
create-policy,Policy Management,FPT Cloud Server,fpt-key-vault/create-policy.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",1450,28,98%,7,3,,
multi-nodes-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/multi-nodes-example.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",1472,107,93%,2,0,,
huong-dan-su-dung-cac-che-do-gpu-sharing,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-su-dung-cac-che-do-gpu-sharing.md,1,1,0,2,"HEADING_COUNT_DIFF, WORD_COUNT_LOW",1521,268,82%,8,7,,
workspace-scmasset,FPT AppSec,FPT Security Platform,fpt-appsec/workspace-scmasset.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",1567,378,76%,27,24,,
tao-target,FPT Cloud VA,FPT Security,fpt-va/tao-target.md,1,2,0,3,"FEWER_IMAGES, NO_CODE_BLOCKS, WORD_COUNT_LOW",1201,138,89%,9,2,,
quan-ly-backup-job,Backup,FPT Cloud Backup & DR,backup/quan-ly-backup-job.md,1,0,0,1,WORD_COUNT_LOW,1172,141,88%,3,0,,
gateway,Cloud Server,FPT Cloud Server,cloud-server/gateway.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1197,250,79%,21,15,Yes,8
cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/cai-dat-cluster-kubernetes-su-dung-gpu.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1301,397,69%,9,8,,
connect-behind-NAT,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-behind-NAT.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1167,293,75%,13,7,,
ket-noi-thiet-bi-behind-NAT-IP,VPN Site-to-Site,FPT Network,vpn-site-to-site/ket-noi-thiet-bi-behind-NAT-IP.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1163,296,75%,13,7,,
tutorials-khoi-tao-mot-may-ao-moi,Cloud Server,FPT Cloud Server,cloud-server/tutorials-khoi-tao-mot-may-ao-moi.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",902,95,89%,13,6,,
finetune-llm-models,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/finetune-llm-models.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",873,67,92%,2,0,,
tutorials-backup-may-chu-voi-snapshot,Cloud Server,FPT Cloud Server,cloud-server/tutorials-backup-may-chu-voi-snapshot.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",977,183,81%,26,21,,
vgpu-for-container,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/vgpu-for-container.md,1,0,0,1,WORD_COUNT_LOW,985,206,79%,7,5,,
single-gpu-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/single-gpu-example.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",777,71,91%,2,0,,
tutorials-bucket-config,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-bucket-config.md,1,1,0,2,"MISSING_HEADINGS, WORD_COUNT_LOW",1894,1191,37%,4,14,,
khoi-tao-profile,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-profile.md,1,1,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",756,56,93%,6,5,,
