slug,module,category,localFile,high,medium,low,total_issues,issue_types,web_words_adj,doc_words,word_gap_pct,web_imgs_adj,doc_imgs,aggregated,agg_files
multi-gpus-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/multi-gpus-example.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",764,76,90%,2,0,,
edit-vpn-connection,VPN Site-to-Site,FPT Network,vpn-site-to-site/edit-vpn-connection.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",912,235,74%,10,4,,
khoi-tao-load-balancer,Load Balancer,FPT Network,load-balancer/khoi-tao-load-balancer.md,1,2,0,3,"FEWER_IMAGES, NO_CODE_BLOCKS, WORD_COUNT_LOW",852,180,79%,5,1,,
workspace-crasset,FPT AppSec,FPT Security Platform,fpt-appsec/workspace-crasset.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",885,235,73%,7,4,,
create-vpn-connection,VPN Site-to-Site,FPT Network,vpn-site-to-site/create-vpn-connection.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",919,274,70%,11,5,,
quick-starts-tao-mot-may-ao,Cloud Server,FPT Cloud Server,cloud-server/quick-starts-tao-mot-may-ao.md,1,4,0,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",733,94,87%,21,12,,
gpu-time-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/gpu-time-sharing.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",683,92,87%,7,5,,
SSO-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/SSO-qua-FCDClient-cu.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",644,58,91%,12,7,,
connect-fci-aws-virtualgw,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-fci-aws-virtualgw.md,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",950,364,62%,32,26,,
khoi-tao-managed-gpu-cluster-moi,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/khoi-tao-managed-gpu-cluster-moi.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",768,182,76%,9,7,,
accountpassword-qua-FCDClient-moi,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/accountpassword-qua-FCDClient-moi.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",719,138,81%,16,12,,
tao-report,FPT Reporting,FPT Monitoring,reporting/tao-report.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",793,215,73%,11,9,,
khoi-tao-policy,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-policy.md,1,1,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",643,137,79%,9,8,,
tutorials-ket-noi-vao-may-ao-linux,Cloud Server,FPT Cloud Server,cloud-server/tutorials-ket-noi-vao-may-ao-linux.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",559,70,87%,13,8,,
huong-dan-tich-hop-argocd-images-updater,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-tich-hop-argocd-images-updater.md,1,1,0,2,"HEADING_COUNT_DIFF, WORD_COUNT_LOW",555,85,85%,21,19,,
gpu-general,Cloud Server,FPT Cloud Server,cloud-server/gpu-general.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",567,101,82%,12,7,,
gpu-specific,Cloud Server,FPT Cloud Server,cloud-server/gpu-specific.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",559,99,82%,7,2,,
retry-timeout-rule,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/retry-timeout-rule.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",586,140,76%,7,2,,
scale-tu-dong-theo-lich-trinh,FPT Autoscale,FPT Cloud Server,fpt-autoscale/scale-tu-dong-theo-lich-trinh.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",575,134,77%,11,10,,
attach-a-network-card-to-the-virtual-machine,Cloud Server,FPT Cloud Server,cloud-server/attach-a-network-card-to-the-virtual-machine.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",479,40,92%,11,6,,
accountpassword-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/accountpassword-qua-FCDClient-cu.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",482,58,88%,11,7,,
service-load-balancer-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/service-load-balancer-managed-gpu-cluster.md,1,0,1,2,"MISSING_HEADINGS, WORD_COUNT_LOW",511,91,82%,2,0,,
aspm_v1.3.0,FPT AppSec,FPT Security Platform,fpt-appsec/aspm_v1.3.0.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",463,57,88%,4,1,,
them-moi-tag-retention-rule,FPT Container Registry,FPT Container,fpt-container-registry/them-moi-tag-retention-rule.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",581,179,69%,14,9,,
parameter,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/parameter.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",453,56,88%,10,2,,
create-schedule,FPT AppSec,FPT Security Platform,fpt-appsec/create-schedule.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",456,70,85%,17,14,,
create-db,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/create-db.md,1,1,0,2,"FEWER_IMAGES, MISSING_HEADINGS",1817,1437,21%,10,2,,
connect-pfsense,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-pfsense.md,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",524,159,70%,15,9,,
scale-thu-cong,FPT Autoscale,FPT Cloud Server,fpt-autoscale/scale-thu-cong.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",423,65,85%,8,7,,
db-connect,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/db-connect.md,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",1748,1417,19%,11,3,,
mps-gpu-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/mps-gpu-sharing.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",375,44,88%,4,2,,
cau-hinh-o-dia-cho-may-ao-chay-windows,Cloud Server,FPT Cloud Server,cloud-server/cau-hinh-o-dia-cho-may-ao-chay-windows.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",387,57,85%,17,7,,
connect-fci-vmware,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-fci-vmware.md,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",474,162,66%,19,13,,
khoi-tao-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-group.md,1,1,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",345,36,90%,7,6,,
monitor-infrastructure-platform,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/monitor-infrastructure-platform.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",410,103,75%,14,12,,
guide-harbor,FPT AppSec,FPT Security Platform,fpt-appsec/guide-harbor.md,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",451,151,67%,17,14,,
tutorials-ket-noi-vao-may-ao-windows,Cloud Server,FPT Cloud Server,cloud-server/tutorials-ket-noi-vao-may-ao-windows.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",350,52,85%,10,5,,
guide-fcr,FPT AppSec,FPT Security Platform,fpt-appsec/guide-fcr.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",437,143,67%,15,12,,
huong-dan-cau-hinh-notifications-de-nhan-thong-bao,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-cau-hinh-notifications-de-nhan-thong-bao.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",375,86,77%,28,26,,
tutorials-tra-cuu-thong-tin-thong-so-ky-thuat-cua-may-ao-da-tao,Cloud Server,FPT Cloud Server,cloud-server/tutorials-tra-cuu-thong-tin-thong-so-ky-thuat-cua-may-ao-da-tao.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",344,58,83%,12,5,,
profile-ssh-key,Cloud Server,FPT Cloud Server,cloud-server/profile-ssh-key.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",334,50,85%,10,1,,
trien-khai-ung-dung-su-dung-gpu-tren-kubernetes,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/trien-khai-ung-dung-su-dung-gpu-tren-kubernetes.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",323,40,88%,2,1,,
trien-khai-ung-dung-tren-worker-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/trien-khai-ung-dung-tren-worker-managed-gpu-cluster.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",300,22,93%,5,3,,
cau-hinh-channel-de-thuc-hien-gui-thong-bao,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/cau-hinh-channel-de-thuc-hien-gui-thong-bao.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",386,110,72%,29,27,,
tutorials-thay-doi-thong-tin-cau-hinh-may-chu,Cloud Server,FPT Cloud Server,cloud-server/tutorials-thay-doi-thong-tin-cau-hinh-may-chu.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",329,55,83%,10,5,,
huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,1,0,0,1,WORD_COUNT_LOW,426,154,64%,14,12,,
Migration-cho-SQLServer,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/Migration-cho-SQLServer.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",320,49,85%,23,15,,
aspm_v1.2.1,FPT AppSec,FPT Security Platform,fpt-appsec/aspm_v1.2.1.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",313,48,85%,4,1,,
quan-ly-tag-retention-rule,FPT Container Registry,FPT Container,fpt-container-registry/quan-ly-tag-retention-rule.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",362,106,71%,14,9,,
tutorials-quan-ly-subuser,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-quan-ly-subuser.md,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",446,191,57%,4,0,,
huong-dan-cau-hinh-nodes-build-tren-jenkins,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",326,71,78%,12,10,,
guide-github,FPT AppSec,FPT Security Platform,fpt-appsec/guide-github.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",376,122,68%,19,16,,
create-instance-group,Cloud Server,FPT Cloud Server,affinity-anti-affinity/create-instance-group.md,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",304,55,82%,10,3,,
huong-dan-cau-hinh-auto-scale-su-dung-keda-va-prometheus,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-cau-hinh-auto-scale-su-dung-keda-va-prometheus.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",308,60,81%,2,1,,
backup-volume,Backup,FPT Cloud Backup & DR,backup/backup-volume.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",336,89,74%,3,0,,
khoi-tao-mot-alert-moi-threat-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-mot-alert-moi-threat-alert.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",333,88,74%,7,2,,
create-vm-iso,Cloud Server,FPT Cloud Server,cloud-server/create-vm-iso.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",266,25,91%,6,1,,
tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",402,161,60%,4,0,,
vertical-scaling,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/vertical-scaling.md,1,1,0,2,"FEWER_IMAGES, MISSING_HEADINGS",1228,996,19%,13,5,,
hpc-rest-machine,Cloud Server,FPT Cloud Server,cloud-server/hpc-rest-machine.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",257,26,90%,6,1,,
clone-vm-tu-cac-restore-point,Backup,FPT Cloud Backup & DR,backup/clone-vm-tu-cac-restore-point.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",279,54,81%,3,0,,
cluster-autoscale,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/cluster-autoscale.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",361,142,61%,17,12,,
huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",284,67,76%,16,14,,
tutorials-permissions,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-permissions.md,1,1,0,2,"MISSING_HEADINGS, NO_TABLES",881,668,24%,4,4,,
tao-moi-recipient,FPT Cloud Guard,FPT Monitoring,cloud-guard/tao-moi-recipient.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",296,86,71%,10,5,,
best-practice-manual-scaling,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/best-practice-manual-scaling.md,1,3,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",375,166,56%,5,0,,
backup-mgmt,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/backup-mgmt.md,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",783,575,27%,12,4,,
tinh-nang-chuyen-worker-base-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/tinh-nang-chuyen-worker-base-managed-gpu-cluster.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",235,39,83%,5,3,,
guide-issue-by-team,FPT AppSec,FPT Security Platform,fpt-appsec/guide-issue-by-team.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",235,45,81%,4,1,,
huong-dan-cau-hinh-auto-scale-su-dung-gpu-custom-metric,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-cau-hinh-auto-scale-su-dung-gpu-custom-metric.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",231,43,81%,5,4,,
phan-quyen-su-dung-bucket-cho-cac-subuser,FPT Object Storage,FPT Storage,fpt-object-storage/phan-quyen-su-dung-bucket-cho-cac-subuser.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",316,132,58%,4,0,,
quan-ly-member,FPT AppSec,FPT Security Platform,fpt-appsec/quan-ly-member.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",298,117,61%,20,17,,
khoi-tao-mot-alert-moi-activity-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-mot-alert-moi-activity-alert.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",224,44,80%,7,2,,
nat-instance,Cloud Server,FPT Cloud Server,cloud-server/nat-instance.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",207,29,86%,21,4,,
guide-asset-by-team,FPT AppSec,FPT Security Platform,fpt-appsec/guide-asset-by-team.md,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",207,30,86%,4,1,,
gioi-thieu-Organization,FPT AppSec,FPT Security Platform,fpt-appsec/gioi-thieu-Organization.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",214,37,83%,5,2,,
huong-dan-su-dung-autoscaler-voi-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-su-dung-autoscaler-voi-gpu.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",190,14,93%,3,2,,
resource,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/resource.md,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",778,604,22%,11,3,,
huong-dan-deploy-mot-appliations-voi-kustomize-su-dung-build-options,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-deploy-mot-appliations-voi-kustomize-su-dung-build-options.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",188,16,91%,9,7,,
cau-hinh-sonarqube-servers,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",276,107,61%,15,13,,
tutorials-bucket,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-bucket.md,1,2,0,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",529,364,31%,4,7,,
recipient-teams,FPT Cloud Guard,FPT Monitoring,cloud-guard/recipient-teams.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",260,95,63%,7,2,,
them-moi-mot-agent,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/them-moi-mot-agent.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",219,55,75%,11,9,,
lock-unlock-instance-deletion,Cloud Server,FPT Cloud Server,cloud-server/lock-unlock-instance-deletion.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",253,91,64%,9,6,Yes,5
quan-ly-retention-run,FPT Container Registry,FPT Container,fpt-container-registry/quan-ly-retention-run.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",269,107,60%,16,11,,
auto-repair-nodes,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/auto-repair-nodes.md,1,3,0,4,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",305,145,52%,5,0,,
guide-gitlabserver,FPT AppSec,FPT Security Platform,fpt-appsec/guide-gitlabserver.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",251,92,63%,11,8,,
createschedule-snapshotstorage,Cloud Server,FPT Cloud Server,cloud-server/createschedule-snapshotstorage.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",194,37,81%,8,3,,
create-schedule-snapshotVM,Cloud Server,FPT Cloud Server,cloud-server/create-schedule-snapshotVM.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",194,38,80%,8,3,,
guide-change-status-issue-list,FPT AppSec,FPT Security Platform,fpt-appsec/guide-change-status-issue-list.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",171,15,91%,8,5,,
create-new-instance,Cloud Server,FPT Cloud Server,auto-schedule-to-on-off-instance/create-new-instance.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",208,56,73%,8,3,,
clone-instance,Cloud Server,FPT Cloud Server,cloud-server/clone-instance.md,1,3,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",208,57,73%,9,4,,
view-detail,FPT Reporting,FPT Monitoring,reporting/view-detail.md,1,0,0,1,WORD_COUNT_LOW,214,63,71%,4,2,,
guide-gitlab,FPT AppSec,FPT Security Platform,fpt-appsec/guide-gitlab.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",227,79,65%,10,7,,
quick-starts-khoi-dong-lai-may-ao,Cloud Server,FPT Cloud Server,cloud-server/quick-starts-khoi-dong-lai-may-ao.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",161,14,91%,7,2,,
tai-len-custom-image,Cloud Server,FPT Cloud Server,cloud-server/tai-len-custom-image.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",221,74,67%,10,5,,
xem-danh-sach-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/xem-danh-sach-managed-gpu-cluster.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",236,89,62%,6,4,,
login-console,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/login-console.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",183,40,78%,6,1,,
report-export,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/report-export.md,1,1,0,2,"FEWER_IMAGES, MISSING_HEADINGS",1023,882,14%,12,4,,
huong-dan-tich-hop-oidc-de-quan-ly-account,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-tich-hop-oidc-de-quan-ly-account.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",181,43,76%,14,12,,
enable-disable-admin-user,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/enable-disable-admin-user.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",175,38,78%,11,9,,
kiem-tra-trang-thai-cua-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/kiem-tra-trang-thai-cua-alert.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",146,10,93%,6,1,,
